,Lat,Lon,Category,Date,Time
9399,40.6882571,-73.8556482,Gr. Larceny,2022-07-07,11PM
9400,40.6878471,-73.8496421,G.L.A.,2022-06-24,11AM
9401,40.6878401,-73.7840302,Rape,2022-07-17,2PM
9402,40.6877562,-73.9869963,Gr. Larceny,2022-08-28,7PM
9403,40.6877570,-73.8574267,G.L.A.,2022-02-21,2PM
9404,40.6877508,-73.7941544,Robbery,2022-08-25,5PM
9405,40.6888399,-73.8218902,Robbery,2022-07-05,4AM
9406,40.6887902,-73.9835798,Robbery,2022-09-13,6PM
9407,40.6887701,-73.8301601,G.L.A.,2022-04-20,3PM
9408,40.6889932,-73.9131871,Gr. Larceny,2022-06-22,8AM
9409,40.6889599,-73.7620501,Robbery,2022-01-21,8PM
9410,40.6889560,-73.7982369,Gr. Larceny,2022-06-16,3PM
9411,40.6889398,-73.9332502,Fel. Assault,2022-06-26,6AM
9412,40.6885575,-73.8666638,G.L.A.,2022-08-12,5PM
9413,40.6885401,-73.8229302,Gr. Larceny,2022-08-11,3PM
9414,40.6886099,-73.8421697,G.L.A.,2022-07-08,10PM
9415,40.6886903,-73.9420599,Gr. Larceny,2022-09-02,8PM
9416,40.6886737,-73.7956194,Rape,2022-06-10,11AM
9417,40.6883899,-73.9511599,Robbery,2022-09-12,7PM
9418,40.6885099,-73.9929501,Gr. Larceny,2022-09-30,1PM
9419,40.6901501,-73.9423603,Gr. Larceny,2022-09-05,2AM
9420,40.6901058,-73.9965640,Burglary,2022-05-27,6PM
9421,40.6900797,-73.9364500,Robbery,2022-05-27,5AM
9422,40.6902500,-73.7366000,G.L.A.,2022-10-01,12PM
9423,40.6902500,-73.8249600,Fel. Assault,2022-05-15,11PM
9424,40.6902299,-73.9943502,Gr. Larceny,2022-06-14,8PM
9425,40.6899503,-73.9804000,Robbery,2022-02-27,1AM
9426,40.6898778,-73.7287220,Fel. Assault,2022-07-24,1PM
9427,40.6899798,-73.7995501,Robbery,2022-08-31,10PM
9428,40.6896989,-73.9923813,Gr. Larceny,2022-06-27,10PM
9429,40.6897002,-73.9923902,Robbery,2022-09-22,12PM
9430,40.6897203,-73.9751402,Robbery,2022-09-01,2PM
9431,40.6897203,-73.7348498,Gr. Larceny,2022-09-18,9PM
9432,40.6897498,-73.9902297,Robbery,2022-08-29,9PM
9433,40.6898075,-73.9771189,Robbery,2022-02-04,10AM
9434,40.6898001,-73.9065501,G.L.A.,2022-09-25,12AM
9435,40.6898497,-73.9984298,Gr. Larceny,2022-09-08,7AM
9436,40.6898892,-73.8476867,Gr. Larceny,2022-09-27,2PM
9437,40.6898497,-73.9514597,Gr. Larceny,2022-03-10,5PM
9438,40.6890998,-73.8404682,Burglary,2022-02-12,12AM
9439,40.6891465,-73.8676182,G.L.A.,2022-04-24,10PM
9440,40.6893517,-73.9057808,Robbery,2022-04-29,10PM
9441,40.6896394,-73.8154769,Fel. Assault,2022-06-12,4AM
9442,40.6896763,-73.9661288,Gr. Larceny,2022-09-30,4PM
9443,40.6893662,-73.9821085,Fel. Assault,2022-06-01,1PM
9444,40.6894098,-73.9139503,Robbery,2022-09-29,9PM
9445,40.6894199,-73.7875103,Gr. Larceny,2022-08-07,7AM
9446,40.6894702,-73.8651402,Robbery,2022-05-19,9PM
9447,40.6894501,-73.9680900,Gr. Larceny,2022-09-21,8PM
9448,40.6942103,-73.9592998,Robbery,2022-04-30,8PM
9449,40.6941655,-73.7801559,Fel. Assault,2022-01-19,9PM
9450,40.6943102,-73.9305002,Robbery,2022-09-20,9AM
9451,40.6943592,-73.8559735,Burglary,2022-02-24,2AM
9452,40.6946781,-73.7322718,Gr. Larceny,2022-04-07,7PM
9453,40.6946797,-73.9551900,Gr. Larceny,2022-08-29,9PM
9454,40.6945499,-73.9906604,G.L.A.,2022-06-06,1PM
9455,40.6945302,-73.7612300,Gr. Larceny,2022-08-24,12AM
9456,40.6944742,-73.9373269,Fel. Assault,2022-05-15,11AM
9457,40.6944598,-73.8258203,Gr. Larceny,2022-09-19,2AM
9458,40.6944598,-73.9570802,Gr. Larceny,2022-04-15,3PM
9459,40.6944497,-73.7521903,Fel. Assault,2022-06-10,4PM
9460,40.6944302,-73.8270199,Gr. Larceny,2022-07-07,7PM
9461,40.6952503,-73.8543302,Gr. Larceny,2022-01-10,1PM
9462,40.6953645,-73.9492118,Robbery,2022-09-19,3PM
9463,40.6953688,-73.8404958,Fel. Assault,2022-02-09,1AM
9464,40.6951713,-73.7617533,Gr. Larceny,2022-03-15,6PM
9465,40.6951663,-73.9200186,Robbery,2022-09-24,9PM
9466,40.6951202,-73.9118502,G.L.A.,2022-06-23,9PM
9467,40.6950171,-73.8464386,Fel. Assault,2022-07-26,8PM
9468,40.6950203,-73.9908097,Gr. Larceny,2022-06-19,6AM
9469,40.6946898,-73.8350397,Robbery,2022-06-19,5AM
9470,40.6947457,-73.8062444,Gr. Larceny,2022-07-02,3AM
9471,40.6947300,-73.9192698,Robbery,2022-09-17,3PM
9472,40.6947702,-73.8477400,Burglary,2022-01-05,6PM
9473,40.6948098,-73.9832700,Rape,2022-06-24,8PM
9474,40.6949801,-73.7900899,G.L.A.,2022-06-26,11PM
9475,40.6949748,-73.9871751,Robbery,2022-04-03,4AM
9476,40.6949876,-73.7900866,Fel. Assault,2022-06-07,11PM
9477,40.6950002,-73.9524702,Robbery,2022-08-27,3PM
9478,40.6933829,-73.8188395,Fel. Assault,2022-02-21,5AM
9479,40.6933399,-73.9003897,Gr. Larceny,2022-04-30,9PM
9480,40.6932400,-73.9728503,Gr. Larceny,2022-09-07,7PM
9481,40.6932018,-73.9718816,Gr. Larceny,2022-08-26,4PM
9482,40.6931998,-73.9718800,Robbery,2022-07-20,5AM
9483,40.6932997,-73.8080198,G.L.A.,2022-03-02,2PM
9484,40.6932802,-73.9042897,Burglary,2022-04-02,8AM
9485,40.6932702,-73.9735597,Gr. Larceny,2022-07-12,6PM
9486,40.6930201,-73.9370401,Robbery,2022-10-02,3AM
9487,40.6928712,-73.9567585,Gr. Larceny,2022-05-29,2AM
9488,40.6929000,-73.8054999,Gr. Larceny,2022-03-21,1AM
9489,40.6929474,-73.7577095,G.L.A.,2022-07-06,11AM
9490,40.6931897,-73.8957502,G.L.A.,2022-03-14,8PM
9491,40.6931596,-73.9487706,Gr. Larceny,2022-07-01,7PM
9492,40.6931703,-73.9950898,Gr. Larceny,2022-04-14,7PM
9493,40.6931602,-73.9487701,Gr. Larceny,2022-08-17,5PM
9494,40.6931604,-73.9708718,Robbery,2022-09-12,6PM
9495,40.6936377,-73.8046339,Gr. Larceny,2022-09-02,4PM
9496,40.6936497,-73.8297303,Robbery,2022-02-03,12AM
9497,40.6935699,-73.9835503,Robbery,2022-01-12,5PM
9498,40.6935797,-73.8426626,Gr. Larceny,2022-06-03,12AM
9499,40.6936010,-73.9927586,Gr. Larceny,2022-04-30,12AM
9500,40.6937798,-73.7583701,G.L.A.,2022-02-28,8AM
9501,40.6937402,-73.9257299,Fel. Assault,2022-01-29,4AM
9502,40.6937302,-73.7880897,Robbery,2022-09-20,11AM
9503,40.6937000,-73.8278400,Fel. Assault,2022-08-10,2AM
9504,40.6938800,-73.9992327,Gr. Larceny,2022-08-28,4AM
9505,40.6940079,-73.9235068,Robbery,2022-08-16,2PM
9506,40.6941097,-73.9601400,Fel. Assault,2022-07-02,9PM
9507,40.6971114,-73.7725124,Burglary,2022-01-12,9PM
9508,40.6970924,-73.9538466,Burglary,2022-09-23,8PM
9509,40.6970961,-73.9538513,G.L.A.,2022-02-14,8PM
9510,40.6969099,-73.7904299,Robbery,2022-06-16,6AM
9511,40.6969802,-73.9547451,G.L.A.,2022-02-17,9PM
9512,40.6969586,-73.7952157,Robbery,2022-08-08,8PM
9513,40.6968697,-73.8153255,G.L.A.,2022-08-30,4AM
9514,40.6968201,-73.8529897,Fel. Assault,2022-08-14,10PM
9515,40.6967497,-73.9061297,Gr. Larceny,2022-04-17,5PM
9516,40.6968000,-73.8967701,Gr. Larceny,2022-09-21,3PM
9517,40.6967001,-73.9347703,Robbery,2022-07-26,1AM
9518,40.6972600,-73.8057400,Rape,2022-05-22,4PM
9519,40.6972366,-73.9921189,Rape,2022-09-22,11PM
9520,40.6971198,-73.8955799,Robbery,2022-08-03,10PM
9521,40.6971854,-73.9529176,Robbery,2022-09-14,8PM
9522,40.6974076,-73.8364017,Gr. Larceny,2022-10-01,7AM
9523,40.6973194,-73.9322934,Gr. Larceny,2022-06-29,2PM
9524,40.6974699,-73.7985503,Gr. Larceny,2022-01-18,1AM
9525,40.6980847,-73.9253479,G.L.A.,2022-07-31,4AM
9526,40.6980200,-73.7622920,Burglary,2022-01-20,12PM
9527,40.6978702,-73.9717973,Robbery,2022-04-08,9AM
9528,40.6978299,-73.9080200,Gr. Larceny,2022-05-23,1PM
9529,40.6978299,-73.9600602,G.L.A.,2022-09-12,10PM
9530,40.6978484,-73.9332466,Gr. Larceny,2022-07-18,10AM
9531,40.6977834,-73.7458669,Robbery,2022-03-22,7PM
9532,40.6977609,-73.7546711,G.L.A.,2022-08-28,1PM
9533,40.6978098,-73.9278200,Robbery,2022-09-26,5PM
9534,40.6965599,-73.8495900,Fel. Assault,2022-06-25,3PM
9535,40.6963500,-73.9406899,Robbery,2022-09-09,12PM
9536,40.6963802,-73.8329402,Gr. Larceny,2022-08-06,5PM
9537,40.6963802,-73.7890003,Robbery,2022-08-28,12AM
9538,40.6963870,-73.8601573,G.L.A.,2022-05-20,11PM
9539,40.6964244,-73.9465061,Fel. Assault,2022-09-20,3PM
9540,40.6961916,-73.9724959,G.L.A.,2022-09-03,4PM
9541,40.6962702,-73.9346898,Fel. Assault,2022-03-15,7AM
9542,40.6962830,-73.9886048,Gr. Larceny,2022-03-06,10PM
9543,40.6961200,-73.9945299,Gr. Larceny,2022-07-22,6PM
9544,40.6961519,-73.8278594,Robbery,2022-05-28,6PM
9545,40.6960747,-73.9694163,Gr. Larceny,2022-08-20,5PM
9546,40.6960608,-73.9435432,Robbery,2022-09-09,6PM
9547,40.6960999,-73.9493602,Robbery,2022-09-14,8PM
9548,40.6957197,-73.7537601,Gr. Larceny,2022-03-04,2PM
9549,40.6957197,-73.9265098,Gr. Larceny,2022-08-10,1PM
9550,40.6957201,-73.7357606,Robbery,2022-05-03,12AM
9551,40.6956479,-73.9973930,G.L.A.,2022-07-26,11PM
9552,40.6956185,-73.9653969,G.L.A.,2022-08-15,5PM
9553,40.6955937,-73.8571502,G.L.A.,2022-09-15,7PM
9554,40.6954300,-73.8528697,G.L.A.,2022-03-16,8AM
9555,40.6955199,-73.9039497,Gr. Larceny,2022-06-15,3AM
9556,40.6955989,-73.9207645,Robbery,2022-08-16,10AM
9557,40.6955685,-73.8394811,G.L.A.,2022-05-20,7PM
9558,40.6955501,-73.9126199,Gr. Larceny,2022-03-21,4PM
9559,40.6958371,-73.7616075,Fel. Assault,2022-05-07,3AM
9560,40.6960000,-73.9299001,Gr. Larceny,2022-06-29,4PM
9561,40.6959664,-73.9745124,Robbery,2022-09-11,10AM
9562,40.6960101,-73.8600601,Gr. Larceny,2022-01-08,7PM
9563,40.6960101,-73.9215202,Gr. Larceny,2022-08-15,9PM
9564,40.6960201,-73.9435297,Fel. Assault,2022-09-05,8AM
9565,40.7016400,-73.9456198,Fel. Assault,2022-01-03,1AM
9566,40.7016772,-73.9919791,Gr. Larceny,2022-05-10,3PM
9567,40.7019297,-73.9557298,Gr. Larceny,2022-04-07,12AM
9568,40.7019297,-73.9062101,G.L.A.,2022-06-13,12PM
9569,40.7018895,-73.8055001,Robbery,2022-07-27,7PM
9570,40.7018910,-73.9369800,Gr. Larceny,2022-06-04,7PM
9571,40.7018521,-73.9438181,G.L.A.,2022-09-21,10PM
9572,40.7018003,-73.8063300,Gr. Larceny,2022-07-16,2PM
9573,40.7014614,-73.8125096,Fel. Assault,2022-02-03,8PM
9574,40.7015781,-73.9886139,Robbery,2022-02-11,10PM
9575,40.7013698,-73.9828502,Robbery,2022-09-13,2PM
9576,40.7013076,-73.7881578,Fel. Assault,2022-05-20,2AM
9577,40.7012699,-73.7946899,Robbery,2022-08-18,11PM
9578,40.7022502,-73.9200899,Rape,2022-09-14,7PM
9579,40.7022504,-73.7804487,Fel. Assault,2022-08-08,10PM
9580,40.7022888,-73.9828076,G.L.A.,2022-06-28,4PM
9581,40.7020799,-73.8969800,Gr. Larceny,2022-06-28,11PM
9582,40.7021108,-73.8206157,Fel. Assault,2022-03-07,11AM
9583,40.7024098,-73.7868103,Gr. Larceny,2022-02-10,11AM
9584,40.7023678,-73.8187550,Robbery,2022-09-05,3PM
9585,40.7023501,-73.8119399,Robbery,2022-08-06,9AM
9586,40.7025298,-73.8135103,Fel. Assault,2022-02-21,9PM
9587,40.7024799,-73.7999197,Robbery,2022-08-17,11AM
9588,40.7029101,-73.7808698,Robbery,2022-06-09,11AM
9589,40.7030455,-73.7971194,Burglary,2022-07-11,1PM
9590,40.7030463,-73.9298689,Gr. Larceny,2022-07-06,5PM
9591,40.7030696,-73.8135526,Robbery,2022-01-17,5AM
9592,40.7028001,-73.8321302,Fel. Assault,2022-07-19,8PM
9593,40.7027988,-73.9136602,Gr. Larceny,2022-07-06,7PM
9594,40.7026197,-73.8725598,Burglary,2022-09-16,9AM
9595,40.7026197,-73.9291102,Gr. Larceny,2022-05-05,9PM
9596,40.7026746,-73.9339587,G.L.A.,2022-02-23,5PM
9597,40.7025600,-73.7663698,G.L.A.,2022-07-18,2PM
9598,40.7026812,-73.8716513,Gr. Larceny,2022-02-06,12PM
9599,40.7033486,-73.9596883,G.L.A.,2022-02-14,6PM
9600,40.7032299,-73.9345899,Fel. Assault,2022-09-23,9PM
9601,40.7032299,-73.9143701,Robbery,2022-06-19,6AM
9602,40.7032601,-73.9906803,Gr. Larceny,2022-07-29,3PM
9603,40.7033076,-73.7778741,Gr. Larceny,2022-04-21,3PM
9604,40.7032802,-73.9060197,G.L.A.,2022-08-05,5PM
9605,40.7032701,-73.7919601,Robbery,2022-04-03,5PM
9606,40.7033600,-73.8001898,Robbery,2022-09-25,5AM
9607,40.7036403,-73.7523197,Burglary,2022-06-14,6PM
9608,40.7036000,-74.0143903,Gr. Larceny,2022-05-29,4PM
9609,40.7035598,-73.7880099,Fel. Assault,2022-07-05,4PM
9610,40.7036666,-73.9470299,Gr. Larceny,2022-04-02,11PM
9611,40.7038300,-73.7784901,Fel. Assault,2022-09-18,5PM
9612,40.7037870,-73.9875909,Gr. Larceny,2022-03-22,11PM
9613,40.7038797,-73.9895598,Gr. Larceny,2022-09-27,6PM
9614,40.7001852,-73.9055959,Robbery,2022-05-19,8PM
9615,40.7003145,-73.8895434,Gr. Larceny,2022-09-06,1PM
9616,40.7002701,-73.8035298,G.L.A.,2022-09-14,12PM
9617,40.7002801,-73.8119298,Gr. Larceny,2022-09-01,7PM
9618,40.7004399,-73.9443837,Gr. Larceny,2022-08-09,10PM
9619,40.7003801,-73.7812500,G.L.A.,2022-05-12,6PM
9620,40.7003599,-73.8291000,Robbery,2022-08-10,3AM
9621,40.7005001,-73.9001597,Gr. Larceny,2022-05-30,3PM
9622,40.6998302,-73.7496201,Burglary,2022-05-28,11PM
9623,40.6998397,-73.9936581,Burglary,2022-10-01,12AM
9624,40.6998589,-73.7739535,Burglary,2022-07-08,11AM
9625,40.6999679,-73.9572354,Gr. Larceny,2022-05-16,7PM
9626,40.7001702,-73.9092001,Robbery,2022-10-01,5AM
9627,40.7001041,-73.8225246,Robbery,2022-06-10,6AM
9628,40.7001098,-73.9163301,Burglary,2022-07-27,5PM
9629,40.7007703,-73.8101797,Gr. Larceny,2022-05-17,1PM
9630,40.7007898,-73.9605101,Burglary,2022-07-25,3PM
9631,40.7008131,-73.8067598,Gr. Larceny,2022-08-25,3PM
9632,40.7007916,-73.9605054,Burglary,2022-07-31,1PM
9633,40.7006101,-73.9099398,Fel. Assault,2022-04-17,4PM
9634,40.7005242,-73.8110590,Gr. Larceny,2022-04-20,9AM
9635,40.7010902,-73.8908397,Gr. Larceny,2022-08-28,5PM
9636,40.7010871,-73.9392403,Gr. Larceny,2022-06-19,7AM
9637,40.7011076,-73.8415341,Gr. Larceny,2022-06-05,7PM
9638,40.7011700,-73.9870801,Gr. Larceny,2022-08-09,6PM
9639,40.7011398,-73.9305700,G.L.A.,2022-05-26,2PM
9640,40.7010108,-73.9912837,Fel. Assault,2022-06-01,10PM
9641,40.7009400,-73.8256802,Robbery,2022-08-27,8PM
9642,40.7008967,-73.8933493,Robbery,2022-07-09,3AM
9643,40.7008633,-73.8985266,G.L.A.,2022-04-25,2PM
9644,40.7008501,-73.7894998,Robbery,2022-08-31,7PM
9645,40.7009021,-73.8230055,Fel. Assault,2022-09-14,3PM
9646,40.7009098,-73.9512800,Gr. Larceny,2022-09-28,1AM
9647,40.6991000,-73.9340099,Burglary,2022-04-14,7AM
9648,40.6991603,-73.9015203,Robbery,2022-08-14,12PM
9649,40.6991528,-73.9149236,Gr. Larceny,2022-06-03,12PM
9650,40.6991603,-73.9149099,G.L.A.,2022-07-12,12PM
9651,40.6993055,-73.9543090,Robbery,2022-06-08,1PM
9652,40.6993702,-73.8450303,Gr. Larceny,2022-09-23,4PM
9653,40.6996912,-73.9155734,Gr. Larceny,2022-07-20,1AM
9654,40.6996879,-73.9571696,Robbery,2022-06-08,5PM
9655,40.6997799,-73.8318003,Robbery,2022-07-15,9PM
9656,40.6997397,-73.7935802,Fel. Assault,2022-03-18,6PM
9657,40.6994719,-73.9396778,Robbery,2022-09-27,1PM
9658,40.6995197,-73.9898401,Robbery,2022-08-04,11AM
9659,40.6995003,-73.8152102,Robbery,2022-09-24,9AM
9660,40.6985018,-73.8254498,Fel. Assault,2022-07-27,8AM
9661,40.6986116,-73.7766376,Fel. Assault,2022-04-19,12PM
9662,40.6982497,-73.9805502,Gr. Larceny,2022-08-26,10AM
9663,40.6983503,-73.9110200,Fel. Assault,2022-07-30,10AM
9664,40.6983697,-73.9962700,Robbery,2022-09-09,8AM
9665,40.6984032,-73.7579371,Gr. Larceny,2022-04-25,1PM
9666,40.6984068,-73.9839964,Robbery,2022-09-16,2AM
9667,40.6989781,-73.9186624,Robbery,2022-03-15,11PM
9668,40.6989799,-73.9570300,Robbery,2022-07-29,3PM
9669,40.6989699,-73.9440997,Gr. Larceny,2022-09-17,2PM
9670,40.6988197,-73.7908101,Fel. Assault,2022-05-30,12PM
9671,40.6988002,-73.7810603,Burglary,2022-09-18,10PM
9672,40.6988002,-73.9183398,Gr. Larceny,2022-07-26,3PM
9673,40.6779523,-73.8418416,Murder,2022-05-04,2PM
9674,40.6778897,-74.0095697,Gr. Larceny,2022-09-08,12AM
9675,40.6778797,-73.9172897,Robbery,2022-07-07,7AM
9676,40.6778703,-73.9032999,Robbery,2022-09-05,1PM
9677,40.6780098,-73.9059701,Gr. Larceny,2022-05-31,6PM
9678,40.6781401,-73.8488356,Gr. Larceny,2022-03-22,9AM
9679,40.6781499,-73.8842100,Rape,2022-09-03,12PM
9680,40.6781397,-73.9431954,Gr. Larceny,2022-09-19,10PM
9681,40.6781003,-73.9413598,Robbery,2022-09-07,2AM
9682,40.6780500,-73.9405297,Gr. Larceny,2022-09-28,2PM
9683,40.6780701,-73.9208402,Robbery,2022-09-04,5PM
9684,40.6780701,-73.9826900,G.L.A.,2022-09-09,9PM
9685,40.6781700,-73.8574798,G.L.A.,2022-06-23,1PM
9686,40.6782398,-73.7710999,Robbery,2022-08-01,6PM
9687,40.6782498,-73.7957501,Fel. Assault,2022-01-15,6AM
9688,40.6783799,-73.9264997,G.L.A.,2022-07-27,11PM
9689,40.6782702,-73.8479305,G.L.A.,2022-02-17,9PM
9690,40.6788500,-73.8341003,Robbery,2022-08-05,11PM
9691,40.6787680,-73.8134618,Gr. Larceny,2022-09-18,3PM
9692,40.6789700,-73.9496499,Fel. Assault,2022-02-10,11PM
9693,40.6789298,-73.9619498,Robbery,2022-02-01,7PM
9694,40.6790297,-73.9541499,Robbery,2022-05-29,12AM
9695,40.6785201,-73.9685702,G.L.A.,2022-08-13,12PM
9696,40.6784218,-73.9274404,Gr. Larceny,2022-08-01,10PM
9697,40.6784079,-74.0000593,Gr. Larceny,2022-03-26,8AM
9698,40.6786883,-73.9822695,Robbery,2022-08-05,1PM
9699,40.6787299,-73.9190901,Robbery,2022-08-14,5PM
9700,40.6785784,-73.8890213,Rape,2022-07-22,10AM
9701,40.6786501,-73.7914398,Robbery,2022-06-06,11PM
9702,40.6786394,-73.9821255,G.L.A.,2022-02-03,11PM
9703,40.6801660,-73.7541446,Fel. Assault,2022-06-27,2AM
9704,40.6801697,-73.7331599,G.L.A.,2022-07-16,12AM
9705,40.6801797,-73.9314900,Gr. Larceny,2022-08-10,1AM
9706,40.6800872,-73.9439690,Robbery,2022-09-24,2PM
9707,40.6801300,-73.8894101,G.L.A.,2022-03-02,10AM
9708,40.6800204,-73.9054231,G.L.A.,2022-08-03,12PM
9709,40.6800766,-73.9714080,Gr. Larceny,2022-06-07,4AM
9710,40.6800575,-73.7530831,G.L.A.,2022-04-01,8PM
9711,40.6800517,-73.8299887,Fel. Assault,2022-03-14,1AM
9712,40.6800511,-73.8478300,Gr. Larceny,2022-08-15,10PM
9713,40.6799202,-73.8732699,Robbery,2022-08-28,5PM
9714,40.6799597,-73.9814099,Gr. Larceny,2022-07-26,4AM
9715,40.6799092,-73.8078442,Gr. Larceny,2022-07-09,8PM
9716,40.6798321,-73.9532018,Robbery,2022-05-13,4PM
9717,40.6798102,-73.7618697,Fel. Assault,2022-07-03,9PM
9718,40.6798001,-73.8969599,Gr. Larceny,2022-09-26,10PM
9719,40.6797068,-73.9616788,G.L.A.,2022-03-31,9PM
9720,40.6797270,-73.9220960,Robbery,2022-03-28,9PM
9721,40.6797398,-73.9697899,Gr. Larceny,2022-09-01,7PM
9722,40.6795299,-73.9046102,Robbery,2022-08-30,5PM
9723,40.6794803,-73.8939102,G.L.A.,2022-09-29,4AM
9724,40.6796141,-73.8930092,Fel. Assault,2022-05-30,6AM
9725,40.6795278,-73.8107593,Gr. Larceny,2022-03-15,1PM
9726,40.6795701,-73.8988998,Robbery,2022-08-08,1AM
9727,40.6795898,-73.9348507,Robbery,2022-07-11,8PM
9728,40.6791799,-73.9717298,G.L.A.,2022-09-02,8AM
9729,40.6791202,-73.8632901,Gr. Larceny,2022-05-19,1PM
9730,40.6792189,-73.9996677,G.L.A.,2022-07-06,12AM
9731,40.6790900,-73.9519197,Burglary,2022-06-07,2AM
9732,40.6791196,-73.8632914,Robbery,2022-08-26,2AM
9733,40.6790598,-73.8642302,Fel. Assault,2022-01-26,3AM
9734,40.6790498,-73.9956598,Robbery,2022-05-04,8AM
9735,40.6790527,-73.8054086,Fel. Assault,2022-01-18,10PM
9736,40.6793200,-73.8255098,G.L.A.,2022-03-27,2PM
9737,40.6792757,-73.9290590,Robbery,2022-09-16,5PM
9738,40.6793100,-73.7376903,Fel. Assault,2022-09-28,9PM
9739,40.6823683,-74.0039689,Gr. Larceny,2022-05-31,9PM
9740,40.6823746,-73.9056340,Robbery,2022-09-30,9PM
9741,40.6824099,-73.9575302,Burglary,2022-04-01,2PM
9742,40.6824401,-73.8872201,Gr. Larceny,2022-01-10,10PM
9743,40.6824376,-73.8872175,G.L.A.,2022-02-04,12AM
9744,40.6824803,-73.9878599,Robbery,2022-05-17,11AM
9745,40.6822798,-73.8779303,Robbery,2022-03-20,11PM
9746,40.6822313,-73.7391275,Burglary,2022-03-07,9PM
9747,40.6822135,-73.8888697,Fel. Assault,2022-09-01,2AM
9748,40.6821598,-73.9465700,Fel. Assault,2022-05-17,6PM
9749,40.6820166,-73.9348516,Gr. Larceny,2022-05-16,1PM
9750,40.6820982,-73.9765964,Gr. Larceny,2022-09-07,8AM
9751,40.6819499,-73.9048898,Gr. Larceny,2022-04-06,11AM
9752,40.6819308,-73.9225374,Robbery,2022-07-21,1PM
9753,40.6812624,-73.8908014,G.L.A.,2022-01-08,9AM
9754,40.6813397,-73.8043499,Robbery,2022-08-25,11PM
9755,40.6815089,-73.9197181,Gr. Larceny,2022-10-01,9AM
9756,40.6817851,-73.7815447,Fel. Assault,2022-08-31,1PM
9757,40.6817997,-73.9085403,Robbery,2022-08-08,2PM
9758,40.6816301,-73.9317803,Fel. Assault,2022-09-15,2AM
9759,40.6807586,-73.8134447,Burglary,2022-05-06,6PM
9760,40.6808998,-73.9316402,Burglary,2022-07-21,9PM
9761,40.6808502,-73.9256199,Gr. Larceny,2022-05-19,6PM
9762,40.6808697,-73.8713401,Robbery,2022-07-01,4PM
9763,40.6812103,-73.9224100,Gr. Larceny,2022-08-07,6AM
9764,40.6812088,-73.9223990,Robbery,2022-09-01,12AM
9765,40.6811097,-73.8637903,Gr. Larceny,2022-04-20,12AM
9766,40.6810903,-73.8776299,G.L.A.,2022-09-20,1AM
9767,40.6809629,-73.9376229,Gr. Larceny,2022-07-28,1AM
9768,40.6809401,-73.9632802,Gr. Larceny,2022-09-14,12PM
9769,40.6809986,-73.9861120,Fel. Assault,2022-05-11,4PM
9770,40.6809998,-73.9943502,Robbery,2022-08-08,11PM
9771,40.6804318,-73.7714610,Fel. Assault,2022-06-16,8PM
9772,40.6806730,-73.8363200,Rape,2022-08-25,12AM
9773,40.6806698,-73.8445998,Gr. Larceny,2022-03-10,6PM
9774,40.6803475,-73.9166219,Gr. Larceny,2022-01-31,9PM
9775,40.6803500,-73.8597697,Robbery,2022-01-13,11AM
9776,40.6804197,-73.8438997,Burglary,2022-08-29,7PM
9777,40.6803405,-73.8289661,Gr. Larceny,2022-03-07,9PM
9778,40.6803098,-73.8420101,Robbery,2022-09-16,7PM
9779,40.6802903,-73.8684299,Gr. Larceny,2022-09-28,12AM
9780,40.6802402,-73.9467366,Robbery,2022-08-04,7AM
9781,40.6802199,-73.7755202,Rape,2022-08-07,12PM
9782,40.6760102,-73.8434203,Robbery,2022-03-23,5AM
9783,40.6759103,-73.9560603,Gr. Larceny,2022-06-12,7PM
9784,40.6759193,-73.8682147,Gr. Larceny,2022-05-12,10AM
9785,40.6759203,-73.9471400,Gr. Larceny,2022-09-16,11AM
9786,40.6760537,-74.0050844,Murder,2022-07-13,6PM
9787,40.6761316,-73.9052392,Gr. Larceny,2022-09-15,3AM
9788,40.6761201,-73.9218997,Robbery,2022-05-09,4PM
9789,40.6757500,-73.9597497,Gr. Larceny,2022-07-08,3AM
9790,40.6757410,-73.9597542,Fel. Assault,2022-08-15,8PM
9791,40.6757601,-73.9033797,Robbery,2022-06-18,2AM
9792,40.6758989,-73.8774272,Gr. Larceny,2022-03-15,9PM
9793,40.6758182,-73.9304620,G.L.A.,2022-09-13,6AM
9794,40.6756511,-73.9415912,G.L.A.,2022-08-22,3PM
9795,40.6757204,-73.9746100,Robbery,2022-09-14,8PM
9796,40.6757278,-73.9841515,Fel. Assault,2022-03-06,6PM
9797,40.6756803,-73.8643402,Fel. Assault,2022-08-24,8PM
9798,40.6756951,-73.9597102,Gr. Larceny,2022-09-08,7AM
9799,40.6766700,-73.7625302,G.L.A.,2022-07-30,10PM
9800,40.6766398,-73.8223301,Gr. Larceny,2022-05-14,8PM
9801,40.6765917,-73.9303900,G.L.A.,2022-07-14,4PM
9802,40.6766197,-73.9594399,Robbery,2022-07-30,8PM
9803,40.6764400,-73.8737400,Fel. Assault,2022-07-19,11PM
9804,40.6764997,-73.8213699,Gr. Larceny,2022-08-18,9AM
9805,40.6765299,-73.7569197,Gr. Larceny,2022-03-27,5PM
9806,40.6761899,-73.9081400,Robbery,2022-09-17,5PM
9807,40.6761698,-73.7654398,Fel. Assault,2022-08-03,5AM
9808,40.6761720,-73.7654454,G.L.A.,2022-07-13,8AM
